image,source,type_degradation,niveau
degraded\shoes\134_jpeg_low.jpg,originals\shoes\SHO_014.jpg,jpeg,low
degraded\shoes\134_jpeg_medium.jpg,originals\shoes\SHO_014.jpg,jpeg,medium
degraded\shoes\134_jpeg_high.jpg,originals\shoes\SHO_014.jpg,jpeg,high
degraded\shoes\135_blur_low.jpg,originals\shoes\SHO_015.jpg,blur,low
degraded\shoes\135_blur_medium.jpg,originals\shoes\SHO_015.jpg,blur,medium
degraded\shoes\135_blur_high.jpg,originals\shoes\SHO_015.jpg,blur,high
degraded\shoes\135_underexposure_low.jpg,originals\shoes\SHO_015.jpg,underexposure,low
degraded\shoes\135_underexposure_medium.jpg,originals\shoes\SHO_015.jpg,underexposure,medium
degraded\shoes\135_underexposure_high.jpg,originals\shoes\SHO_015.jpg,underexposure,high
degraded\shoes\135_overexposure_low.jpg,originals\shoes\SHO_015.jpg,overexposure,low
degraded\shoes\135_overexposure_medium.jpg,originals\shoes\SHO_015.jpg,overexposure,medium
degraded\shoes\135_overexposure_high.jpg,originals\shoes\SHO_015.jpg,overexposure,high
degraded\shoes\135_bad_crop_low.jpg,originals\shoes\SHO_015.jpg,bad_crop,low
degraded\shoes\135_bad_crop_medium.jpg,originals\shoes\SHO_015.jpg,bad_crop,medium
degraded\shoes\135_bad_crop_high.jpg,originals\shoes\SHO_015.jpg,bad_crop,high
degraded\shoes\135_lowres_low.jpg,originals\shoes\SHO_015.jpg,lowres,low
degraded\shoes\135_lowres_medium.jpg,originals\shoes\SHO_015.jpg,lowres,medium
degraded\shoes\135_lowres_high.jpg,originals\shoes\SHO_015.jpg,lowres,high
degraded\shoes\135_jpeg_low.jpg,originals\shoes\SHO_015.jpg,jpeg,low
degraded\shoes\135_jpeg_medium.jpg,originals\shoes\SHO_015.jpg,jpeg,medium
degraded\shoes\135_jpeg_high.jpg,originals\shoes\SHO_015.jpg,jpeg,high
degraded\shoes\136_blur_low.jpg,originals\shoes\SHO_016.jpg,blur,low
degraded\shoes\136_blur_medium.jpg,originals\shoes\SHO_016.jpg,blur,medium
degraded\shoes\136_blur_high.jpg,originals\shoes\SHO_016.jpg,blur,high
degraded\shoes\136_underexposure_low.jpg,originals\shoes\SHO_016.jpg,underexposure,low
degraded\shoes\136_underexposure_medium.jpg,originals\shoes\SHO_016.jpg,underexposure,medium
degraded\shoes\136_underexposure_high.jpg,originals\shoes\SHO_016.jpg,underexposure,high
degraded\shoes\136_overexposure_low.jpg,originals\shoes\SHO_016.jpg,overexposure,low
degraded\shoes\136_overexposure_medium.jpg,originals\shoes\SHO_016.jpg,overexposure,medium
degraded\shoes\136_overexposure_high.jpg,originals\shoes\SHO_016.jpg,overexposure,high
degraded\shoes\136_bad_crop_low.jpg,originals\shoes\SHO_016.jpg,bad_crop,low
degraded\shoes\136_bad_crop_medium.jpg,originals\shoes\SHO_016.jpg,bad_crop,medium
degraded\shoes\136_bad_crop_high.jpg,originals\shoes\SHO_016.jpg,bad_crop,high
degraded\shoes\136_lowres_low.jpg,originals\shoes\SHO_016.jpg,lowres,low
degraded\shoes\136_lowres_medium.jpg,originals\shoes\SHO_016.jpg,lowres,medium
degraded\shoes\136_lowres_high.jpg,originals\shoes\SHO_016.jpg,lowres,high
degraded\shoes\136_jpeg_low.jpg,originals\shoes\SHO_016.jpg,jpeg,low
degraded\shoes\136_jpeg_medium.jpg,originals\shoes\SHO_016.jpg,jpeg,medium
degraded\shoes\136_jpeg_high.jpg,originals\shoes\SHO_016.jpg,jpeg,high
degraded\shoes\137_blur_low.jpg,originals\shoes\SHO_017.jpg,blur,low
degraded\shoes\137_blur_medium.jpg,originals\shoes\SHO_017.jpg,blur,medium
degraded\shoes\137_blur_high.jpg,originals\shoes\SHO_017.jpg,blur,high
degraded\shoes\137_underexposure_low.jpg,originals\shoes\SHO_017.jpg,underexposure,low
degraded\shoes\137_underexposure_medium.jpg,originals\shoes\SHO_017.jpg,underexposure,medium
degraded\shoes\137_underexposure_high.jpg,originals\shoes\SHO_017.jpg,underexposure,high
degraded\shoes\137_overexposure_low.jpg,originals\shoes\SHO_017.jpg,overexposure,low
degraded\shoes\137_overexposure_medium.jpg,originals\shoes\SHO_017.jpg,overexposure,medium
degraded\shoes\137_overexposure_high.jpg,originals\shoes\SHO_017.jpg,overexposure,high
degraded\shoes\137_bad_crop_low.jpg,originals\shoes\SHO_017.jpg,bad_crop,low
degraded\shoes\137_bad_crop_medium.jpg,originals\shoes\SHO_017.jpg,bad_crop,medium
degraded\shoes\137_bad_crop_high.jpg,originals\shoes\SHO_017.jpg,bad_crop,high
degraded\shoes\137_lowres_low.jpg,originals\shoes\SHO_017.jpg,lowres,low
degraded\shoes\137_lowres_medium.jpg,originals\shoes\SHO_017.jpg,lowres,medium
degraded\shoes\137_lowres_high.jpg,originals\shoes\SHO_017.jpg,lowres,high
degraded\shoes\137_jpeg_low.jpg,originals\shoes\SHO_017.jpg,jpeg,low
degraded\shoes\137_jpeg_medium.jpg,originals\shoes\SHO_017.jpg,jpeg,medium
degraded\shoes\137_jpeg_high.jpg,originals\shoes\SHO_017.jpg,jpeg,high
degraded\shoes\138_blur_low.jpg,originals\shoes\SHO_018.jpg,blur,low
degraded\shoes\138_blur_medium.jpg,originals\shoes\SHO_018.jpg,blur,medium
degraded\shoes\138_blur_high.jpg,originals\shoes\SHO_018.jpg,blur,high
degraded\shoes\138_underexposure_low.jpg,originals\shoes\SHO_018.jpg,underexposure,low
degraded\shoes\138_underexposure_medium.jpg,originals\shoes\SHO_018.jpg,underexposure,medium
degraded\shoes\138_underexposure_high.jpg,originals\shoes\SHO_018.jpg,underexposure,high
degraded\shoes\138_overexposure_low.jpg,originals\shoes\SHO_018.jpg,overexposure,low
degraded\shoes\138_overexposure_medium.jpg,originals\shoes\SHO_018.jpg,overexposure,medium
degraded\shoes\138_overexposure_high.jpg,originals\shoes\SHO_018.jpg,overexposure,high
degraded\shoes\138_bad_crop_low.jpg,originals\shoes\SHO_018.jpg,bad_crop,low
degraded\shoes\138_bad_crop_medium.jpg,originals\shoes\SHO_018.jpg,bad_crop,medium
degraded\shoes\138_bad_crop_high.jpg,originals\shoes\SHO_018.jpg,bad_crop,high
degraded\shoes\138_lowres_low.jpg,originals\shoes\SHO_018.jpg,lowres,low
degraded\shoes\138_lowres_medium.jpg,originals\shoes\SHO_018.jpg,lowres,medium
degraded\shoes\138_lowres_high.jpg,originals\shoes\SHO_018.jpg,lowres,high
degraded\shoes\138_jpeg_low.jpg,originals\shoes\SHO_018.jpg,jpeg,low
degraded\shoes\138_jpeg_medium.jpg,originals\shoes\SHO_018.jpg,jpeg,medium
degraded\shoes\138_jpeg_high.jpg,originals\shoes\SHO_018.jpg,jpeg,high
degraded\shoes\139_blur_low.jpg,originals\shoes\SHO_019.jpg,blur,low
degraded\shoes\139_blur_medium.jpg,originals\shoes\SHO_019.jpg,blur,medium
degraded\shoes\139_blur_high.jpg,originals\shoes\SHO_019.jpg,blur,high
degraded\shoes\139_underexposure_low.jpg,originals\shoes\SHO_019.jpg,underexposure,low
degraded\shoes\139_underexposure_medium.jpg,originals\shoes\SHO_019.jpg,underexposure,medium
degraded\shoes\139_underexposure_high.jpg,originals\shoes\SHO_019.jpg,underexposure,high
degraded\shoes\139_overexposure_low.jpg,originals\shoes\SHO_019.jpg,overexposure,low
degraded\shoes\139_overexposure_medium.jpg,originals\shoes\SHO_019.jpg,overexposure,medium
degraded\shoes\139_overexposure_high.jpg,originals\shoes\SHO_019.jpg,overexposure,high
degraded\shoes\139_bad_crop_low.jpg,originals\shoes\SHO_019.jpg,bad_crop,low
degraded\shoes\139_bad_crop_medium.jpg,originals\shoes\SHO_019.jpg,bad_crop,medium
degraded\shoes\139_bad_crop_high.jpg,originals\shoes\SHO_019.jpg,bad_crop,high
degraded\shoes\139_lowres_low.jpg,originals\shoes\SHO_019.jpg,lowres,low
degraded\shoes\139_lowres_medium.jpg,originals\shoes\SHO_019.jpg,lowres,medium
degraded\shoes\139_lowres_high.jpg,originals\shoes\SHO_019.jpg,lowres,high
degraded\shoes\139_jpeg_low.jpg,originals\shoes\SHO_019.jpg,jpeg,low
degraded\shoes\139_jpeg_medium.jpg,originals\shoes\SHO_019.jpg,jpeg,medium
degraded\shoes\139_jpeg_high.jpg,originals\shoes\SHO_019.jpg,jpeg,high
degraded\shoes\140_blur_low.jpg,originals\shoes\SHO_020.jpg,blur,low
degraded\shoes\140_blur_medium.jpg,originals\shoes\SHO_020.jpg,blur,medium
degraded\shoes\140_blur_high.jpg,originals\shoes\SHO_020.jpg,blur,high
degraded\shoes\140_underexposure_low.jpg,originals\shoes\SHO_020.jpg,underexposure,low
degraded\shoes\140_underexposure_medium.jpg,originals\shoes\SHO_020.jpg,underexposure,medium
degraded\shoes\140_underexposure_high.jpg,originals\shoes\SHO_020.jpg,underexposure,high
degraded\shoes\140_overexposure_low.jpg,originals\shoes\SHO_020.jpg,overexposure,low
degraded\shoes\140_overexposure_medium.jpg,originals\shoes\SHO_020.jpg,overexposure,medium
degraded\shoes\140_overexposure_high.jpg,originals\shoes\SHO_020.jpg,overexposure,high
degraded\shoes\140_bad_crop_low.jpg,originals\shoes\SHO_020.jpg,bad_crop,low
degraded\shoes\140_bad_crop_medium.jpg,originals\shoes\SHO_020.jpg,bad_crop,medium
degraded\shoes\140_bad_crop_high.jpg,originals\shoes\SHO_020.jpg,bad_crop,high
degraded\shoes\140_lowres_low.jpg,originals\shoes\SHO_020.jpg,lowres,low
degraded\shoes\140_lowres_medium.jpg,originals\shoes\SHO_020.jpg,lowres,medium
degraded\shoes\140_lowres_high.jpg,originals\shoes\SHO_020.jpg,lowres,high
degraded\shoes\140_jpeg_low.jpg,originals\shoes\SHO_020.jpg,jpeg,low
degraded\shoes\140_jpeg_medium.jpg,originals\shoes\SHO_020.jpg,jpeg,medium
degraded\shoes\140_jpeg_high.jpg,originals\shoes\SHO_020.jpg,jpeg,high
degraded\shoes\141_blur_low.jpg,originals\shoes\SHO_021.jpg,blur,low
degraded\shoes\141_blur_medium.jpg,originals\shoes\SHO_021.jpg,blur,medium
degraded\shoes\141_blur_high.jpg,originals\shoes\SHO_021.jpg,blur,high
degraded\shoes\141_underexposure_low.jpg,originals\shoes\SHO_021.jpg,underexposure,low
degraded\shoes\141_underexposure_medium.jpg,originals\shoes\SHO_021.jpg,underexposure,medium
degraded\shoes\141_underexposure_high.jpg,originals\shoes\SHO_021.jpg,underexposure,high
degraded\shoes\141_overexposure_low.jpg,originals\shoes\SHO_021.jpg,overexposure,low
degraded\shoes\141_overexposure_medium.jpg,originals\shoes\SHO_021.jpg,overexposure,medium
degraded\shoes\141_overexposure_high.jpg,originals\shoes\SHO_021.jpg,overexposure,high
degraded\shoes\141_bad_crop_low.jpg,originals\shoes\SHO_021.jpg,bad_crop,low
degraded\shoes\141_bad_crop_medium.jpg,originals\shoes\SHO_021.jpg,bad_crop,medium
degraded\shoes\141_bad_crop_high.jpg,originals\shoes\SHO_021.jpg,bad_crop,high
degraded\shoes\141_lowres_low.jpg,originals\shoes\SHO_021.jpg,lowres,low
degraded\shoes\141_lowres_medium.jpg,originals\shoes\SHO_021.jpg,lowres,medium
degraded\shoes\141_lowres_high.jpg,originals\shoes\SHO_021.jpg,lowres,high
degraded\shoes\141_jpeg_low.jpg,originals\shoes\SHO_021.jpg,jpeg,low
degraded\shoes\141_jpeg_medium.jpg,originals\shoes\SHO_021.jpg,jpeg,medium
degraded\shoes\141_jpeg_high.jpg,originals\shoes\SHO_021.jpg,jpeg,high
degraded\shoes\142_blur_low.jpg,originals\shoes\SHO_022.jpg,blur,low
degraded\shoes\142_blur_medium.jpg,originals\shoes\SHO_022.jpg,blur,medium
degraded\shoes\142_blur_high.jpg,originals\shoes\SHO_022.jpg,blur,high
degraded\shoes\142_underexposure_low.jpg,originals\shoes\SHO_022.jpg,underexposure,low
degraded\shoes\142_underexposure_medium.jpg,originals\shoes\SHO_022.jpg,underexposure,medium
degraded\shoes\142_underexposure_high.jpg,originals\shoes\SHO_022.jpg,underexposure,high
degraded\shoes\142_overexposure_low.jpg,originals\shoes\SHO_022.jpg,overexposure,low
degraded\shoes\142_overexposure_medium.jpg,originals\shoes\SHO_022.jpg,overexposure,medium
degraded\shoes\142_overexposure_high.jpg,originals\shoes\SHO_022.jpg,overexposure,high
degraded\shoes\142_bad_crop_low.jpg,originals\shoes\SHO_022.jpg,bad_crop,low
degraded\shoes\142_bad_crop_medium.jpg,originals\shoes\SHO_022.jpg,bad_crop,medium
degraded\shoes\142_bad_crop_high.jpg,originals\shoes\SHO_022.jpg,bad_crop,high
degraded\shoes\142_lowres_low.jpg,originals\shoes\SHO_022.jpg,lowres,low
degraded\shoes\142_lowres_medium.jpg,originals\shoes\SHO_022.jpg,lowres,medium
degraded\shoes\142_lowres_high.jpg,originals\shoes\SHO_022.jpg,lowres,high
degraded\shoes\142_jpeg_low.jpg,originals\shoes\SHO_022.jpg,jpeg,low
degraded\shoes\142_jpeg_medium.jpg,originals\shoes\SHO_022.jpg,jpeg,medium
degraded\shoes\142_jpeg_high.jpg,originals\shoes\SHO_022.jpg,jpeg,high
degraded\shoes\143_blur_low.jpg,originals\shoes\SHO_023.jpg,blur,low
degraded\shoes\143_blur_medium.jpg,originals\shoes\SHO_023.jpg,blur,medium
degraded\shoes\143_blur_high.jpg,originals\shoes\SHO_023.jpg,blur,high
degraded\shoes\143_underexposure_low.jpg,originals\shoes\SHO_023.jpg,underexposure,low
degraded\shoes\143_underexposure_medium.jpg,originals\shoes\SHO_023.jpg,underexposure,medium
degraded\shoes\143_underexposure_high.jpg,originals\shoes\SHO_023.jpg,underexposure,high
degraded\shoes\143_overexposure_low.jpg,originals\shoes\SHO_023.jpg,overexposure,low
degraded\shoes\143_overexposure_medium.jpg,originals\shoes\SHO_023.jpg,overexposure,medium
degraded\shoes\143_overexposure_high.jpg,originals\shoes\SHO_023.jpg,overexposure,high
degraded\shoes\143_bad_crop_low.jpg,originals\shoes\SHO_023.jpg,bad_crop,low
degraded\shoes\143_bad_crop_medium.jpg,originals\shoes\SHO_023.jpg,bad_crop,medium
degraded\shoes\143_bad_crop_high.jpg,originals\shoes\SHO_023.jpg,bad_crop,high
degraded\shoes\143_lowres_low.jpg,originals\shoes\SHO_023.jpg,lowres,low
degraded\shoes\143_lowres_medium.jpg,originals\shoes\SHO_023.jpg,lowres,medium
degraded\shoes\143_lowres_high.jpg,originals\shoes\SHO_023.jpg,lowres,high
degraded\shoes\143_jpeg_low.jpg,originals\shoes\SHO_023.jpg,jpeg,low
degraded\shoes\143_jpeg_medium.jpg,originals\shoes\SHO_023.jpg,jpeg,medium
degraded\shoes\143_jpeg_high.jpg,originals\shoes\SHO_023.jpg,jpeg,high
degraded\shoes\144_blur_low.jpg,originals\shoes\SHO_024.jpg,blur,low
degraded\shoes\144_blur_medium.jpg,originals\shoes\SHO_024.jpg,blur,medium
degraded\shoes\144_blur_high.jpg,originals\shoes\SHO_024.jpg,blur,high
degraded\shoes\144_underexposure_low.jpg,originals\shoes\SHO_024.jpg,underexposure,low
degraded\shoes\144_underexposure_medium.jpg,originals\shoes\SHO_024.jpg,underexposure,medium
degraded\shoes\144_underexposure_high.jpg,originals\shoes\SHO_024.jpg,underexposure,high
degraded\shoes\144_overexposure_low.jpg,originals\shoes\SHO_024.jpg,overexposure,low
degraded\shoes\144_overexposure_medium.jpg,originals\shoes\SHO_024.jpg,overexposure,medium
degraded\shoes\144_overexposure_high.jpg,originals\shoes\SHO_024.jpg,overexposure,high
degraded\shoes\144_bad_crop_low.jpg,originals\shoes\SHO_024.jpg,bad_crop,low
degraded\shoes\144_bad_crop_medium.jpg,originals\shoes\SHO_024.jpg,bad_crop,medium
degraded\shoes\144_bad_crop_high.jpg,originals\shoes\SHO_024.jpg,bad_crop,high
degraded\shoes\144_lowres_low.jpg,originals\shoes\SHO_024.jpg,lowres,low
degraded\shoes\144_lowres_medium.jpg,originals\shoes\SHO_024.jpg,lowres,medium
degraded\shoes\144_lowres_high.jpg,originals\shoes\SHO_024.jpg,lowres,high
degraded\shoes\144_jpeg_low.jpg,originals\shoes\SHO_024.jpg,jpeg,low
degraded\shoes\144_jpeg_medium.jpg,originals\shoes\SHO_024.jpg,jpeg,medium
degraded\shoes\144_jpeg_high.jpg,originals\shoes\SHO_024.jpg,jpeg,high
degraded\shoes\145_blur_low.jpg,originals\shoes\SHO_025.jpg,blur,low
degraded\shoes\145_blur_medium.jpg,originals\shoes\SHO_025.jpg,blur,medium
degraded\shoes\145_blur_high.jpg,originals\shoes\SHO_025.jpg,blur,high
degraded\shoes\145_underexposure_low.jpg,originals\shoes\SHO_025.jpg,underexposure,low
degraded\shoes\145_underexposure_medium.jpg,originals\shoes\SHO_025.jpg,underexposure,medium
degraded\shoes\145_underexposure_high.jpg,originals\shoes\SHO_025.jpg,underexposure,high
degraded\shoes\145_overexposure_low.jpg,originals\shoes\SHO_025.jpg,overexposure,low
degraded\shoes\145_overexposure_medium.jpg,originals\shoes\SHO_025.jpg,overexposure,medium
degraded\shoes\145_overexposure_high.jpg,originals\shoes\SHO_025.jpg,overexposure,high
degraded\shoes\145_bad_crop_low.jpg,originals\shoes\SHO_025.jpg,bad_crop,low
degraded\shoes\145_bad_crop_medium.jpg,originals\shoes\SHO_025.jpg,bad_crop,medium
degraded\shoes\145_bad_crop_high.jpg,originals\shoes\SHO_025.jpg,bad_crop,high
degraded\shoes\145_lowres_low.jpg,originals\shoes\SHO_025.jpg,lowres,low
degraded\shoes\145_lowres_medium.jpg,originals\shoes\SHO_025.jpg,lowres,medium
degraded\shoes\145_lowres_high.jpg,originals\shoes\SHO_025.jpg,lowres,high
degraded\shoes\145_jpeg_low.jpg,originals\shoes\SHO_025.jpg,jpeg,low
degraded\shoes\145_jpeg_medium.jpg,originals\shoes\SHO_025.jpg,jpeg,medium
degraded\shoes\145_jpeg_high.jpg,originals\shoes\SHO_025.jpg,jpeg,high
degraded\shoes\146_blur_low.jpg,originals\shoes\SHO_026.jpg,blur,low
degraded\shoes\146_blur_medium.jpg,originals\shoes\SHO_026.jpg,blur,medium
degraded\shoes\146_blur_high.jpg,originals\shoes\SHO_026.jpg,blur,high
degraded\shoes\146_underexposure_low.jpg,originals\shoes\SHO_026.jpg,underexposure,low
degraded\shoes\146_underexposure_medium.jpg,originals\shoes\SHO_026.jpg,underexposure,medium
degraded\shoes\146_underexposure_high.jpg,originals\shoes\SHO_026.jpg,underexposure,high
degraded\shoes\146_overexposure_low.jpg,originals\shoes\SHO_026.jpg,overexposure,low
degraded\shoes\146_overexposure_medium.jpg,originals\shoes\SHO_026.jpg,overexposure,medium
degraded\shoes\146_overexposure_high.jpg,originals\shoes\SHO_026.jpg,overexposure,high
degraded\shoes\146_bad_crop_low.jpg,originals\shoes\SHO_026.jpg,bad_crop,low
degraded\shoes\146_bad_crop_medium.jpg,originals\shoes\SHO_026.jpg,bad_crop,medium
degraded\shoes\146_bad_crop_high.jpg,originals\shoes\SHO_026.jpg,bad_crop,high
degraded\shoes\146_lowres_low.jpg,originals\shoes\SHO_026.jpg,lowres,low
degraded\shoes\146_lowres_medium.jpg,originals\shoes\SHO_026.jpg,lowres,medium
degraded\shoes\146_lowres_high.jpg,originals\shoes\SHO_026.jpg,lowres,high
degraded\shoes\146_jpeg_low.jpg,originals\shoes\SHO_026.jpg,jpeg,low
degraded\shoes\146_jpeg_medium.jpg,originals\shoes\SHO_026.jpg,jpeg,medium
degraded\shoes\146_jpeg_high.jpg,originals\shoes\SHO_026.jpg,jpeg,high
degraded\shoes\147_blur_low.jpg,originals\shoes\SHO_027.jpg,blur,low
degraded\shoes\147_blur_medium.jpg,originals\shoes\SHO_027.jpg,blur,medium
degraded\shoes\147_blur_high.jpg,originals\shoes\SHO_027.jpg,blur,high
degraded\shoes\147_underexposure_low.jpg,originals\shoes\SHO_027.jpg,underexposure,low
degraded\shoes\147_underexposure_medium.jpg,originals\shoes\SHO_027.jpg,underexposure,medium
degraded\shoes\147_underexposure_high.jpg,originals\shoes\SHO_027.jpg,underexposure,high
degraded\shoes\147_overexposure_low.jpg,originals\shoes\SHO_027.jpg,overexposure,low
degraded\shoes\147_overexposure_medium.jpg,originals\shoes\SHO_027.jpg,overexposure,medium
degraded\shoes\147_overexposure_high.jpg,originals\shoes\SHO_027.jpg,overexposure,high
degraded\shoes\147_bad_crop_low.jpg,originals\shoes\SHO_027.jpg,bad_crop,low
degraded\shoes\147_bad_crop_medium.jpg,originals\shoes\SHO_027.jpg,bad_crop,medium
degraded\shoes\147_bad_crop_high.jpg,originals\shoes\SHO_027.jpg,bad_crop,high
degraded\shoes\147_lowres_low.jpg,originals\shoes\SHO_027.jpg,lowres,low
degraded\shoes\147_lowres_medium.jpg,originals\shoes\SHO_027.jpg,lowres,medium
degraded\shoes\147_lowres_high.jpg,originals\shoes\SHO_027.jpg,lowres,high
degraded\shoes\147_jpeg_low.jpg,originals\shoes\SHO_027.jpg,jpeg,low
degraded\shoes\147_jpeg_medium.jpg,originals\shoes\SHO_027.jpg,jpeg,medium
degraded\shoes\147_jpeg_high.jpg,originals\shoes\SHO_027.jpg,jpeg,high
degraded\shoes\148_blur_low.jpg,originals\shoes\SHO_028.jpg,blur,low
degraded\shoes\148_blur_medium.jpg,originals\shoes\SHO_028.jpg,blur,medium
degraded\shoes\148_blur_high.jpg,originals\shoes\SHO_028.jpg,blur,high
degraded\shoes\148_underexposure_low.jpg,originals\shoes\SHO_028.jpg,underexposure,low
degraded\shoes\148_underexposure_medium.jpg,originals\shoes\SHO_028.jpg,underexposure,medium
degraded\shoes\148_underexposure_high.jpg,originals\shoes\SHO_028.jpg,underexposure,high
degraded\shoes\148_overexposure_low.jpg,originals\shoes\SHO_028.jpg,overexposure,low
degraded\shoes\148_overexposure_medium.jpg,originals\shoes\SHO_028.jpg,overexposure,medium
degraded\shoes\148_overexposure_high.jpg,originals\shoes\SHO_028.jpg,overexposure,high
degraded\shoes\148_bad_crop_low.jpg,originals\shoes\SHO_028.jpg,bad_crop,low
degraded\shoes\148_bad_crop_medium.jpg,originals\shoes\SHO_028.jpg,bad_crop,medium
degraded\shoes\148_bad_crop_high.jpg,originals\shoes\SHO_028.jpg,bad_crop,high
degraded\shoes\148_lowres_low.jpg,originals\shoes\SHO_028.jpg,lowres,low
degraded\shoes\148_lowres_medium.jpg,originals\shoes\SHO_028.jpg,lowres,medium
degraded\shoes\148_lowres_high.jpg,originals\shoes\SHO_028.jpg,lowres,high
degraded\shoes\148_jpeg_low.jpg,originals\shoes\SHO_028.jpg,jpeg,low
degraded\shoes\148_jpeg_medium.jpg,originals\shoes\SHO_028.jpg,jpeg,medium
degraded\shoes\148_jpeg_high.jpg,originals\shoes\SHO_028.jpg,jpeg,high
degraded\shoes\149_blur_low.jpg,originals\shoes\SHO_029.jpg,blur,low
degraded\shoes\149_blur_medium.jpg,originals\shoes\SHO_029.jpg,blur,medium
degraded\shoes\149_blur_high.jpg,originals\shoes\SHO_029.jpg,blur,high
degraded\shoes\149_underexposure_low.jpg,originals\shoes\SHO_029.jpg,underexposure,low
degraded\shoes\149_underexposure_medium.jpg,originals\shoes\SHO_029.jpg,underexposure,medium
degraded\shoes\149_underexposure_high.jpg,originals\shoes\SHO_029.jpg,underexposure,high
degraded\shoes\149_overexposure_low.jpg,originals\shoes\SHO_029.jpg,overexposure,low
degraded\shoes\149_overexposure_medium.jpg,originals\shoes\SHO_029.jpg,overexposure,medium
degraded\shoes\149_overexposure_high.jpg,originals\shoes\SHO_029.jpg,overexposure,high
degraded\shoes\149_bad_crop_low.jpg,originals\shoes\SHO_029.jpg,bad_crop,low
degraded\shoes\149_bad_crop_medium.jpg,originals\shoes\SHO_029.jpg,bad_crop,medium
degraded\shoes\149_bad_crop_high.jpg,originals\shoes\SHO_029.jpg,bad_crop,high
degraded\shoes\149_lowres_low.jpg,originals\shoes\SHO_029.jpg,lowres,low
degraded\shoes\149_lowres_medium.jpg,originals\shoes\SHO_029.jpg,lowres,medium
degraded\shoes\149_lowres_high.jpg,originals\shoes\SHO_029.jpg,lowres,high
degraded\shoes\149_jpeg_low.jpg,originals\shoes\SHO_029.jpg,jpeg,low
degraded\shoes\149_jpeg_medium.jpg,originals\shoes\SHO_029.jpg,jpeg,medium
degraded\shoes\149_jpeg_high.jpg,originals\shoes\SHO_029.jpg,jpeg,high
degraded\shoes\150_blur_low.jpg,originals\shoes\SHO_030.jpg,blur,low
degraded\shoes\150_blur_medium.jpg,originals\shoes\SHO_030.jpg,blur,medium
degraded\shoes\150_blur_high.jpg,originals\shoes\SHO_030.jpg,blur,high
degraded\shoes\150_underexposure_low.jpg,originals\shoes\SHO_030.jpg,underexposure,low
degraded\shoes\150_underexposure_medium.jpg,originals\shoes\SHO_030.jpg,underexposure,medium
degraded\shoes\150_underexposure_high.jpg,originals\shoes\SHO_030.jpg,underexposure,high
degraded\shoes\150_overexposure_low.jpg,originals\shoes\SHO_030.jpg,overexposure,low
degraded\shoes\150_overexposure_medium.jpg,originals\shoes\SHO_030.jpg,overexposure,medium
degraded\shoes\150_overexposure_high.jpg,originals\shoes\SHO_030.jpg,overexposure,high
degraded\shoes\150_bad_crop_low.jpg,originals\shoes\SHO_030.jpg,bad_crop,low
degraded\shoes\150_bad_crop_medium.jpg,originals\shoes\SHO_030.jpg,bad_crop,medium
degraded\shoes\150_bad_crop_high.jpg,originals\shoes\SHO_030.jpg,bad_crop,high
degraded\shoes\150_lowres_low.jpg,originals\shoes\SHO_030.jpg,lowres,low
degraded\shoes\150_lowres_medium.jpg,originals\shoes\SHO_030.jpg,lowres,medium
degraded\shoes\150_lowres_high.jpg,originals\shoes\SHO_030.jpg,lowres,high
degraded\shoes\150_jpeg_low.jpg,originals\shoes\SHO_030.jpg,jpeg,low
degraded\shoes\150_jpeg_medium.jpg,originals\shoes\SHO_030.jpg,jpeg,medium
degraded\shoes\150_jpeg_high.jpg,originals\shoes\SHO_030.jpg,jpeg,high
degraded\shoes\151_blur_low.jpg,originals\shoes\SHO_031.jpg,blur,low
degraded\shoes\151_blur_medium.jpg,originals\shoes\SHO_031.jpg,blur,medium
degraded\shoes\151_blur_high.jpg,originals\shoes\SHO_031.jpg,blur,high
degraded\shoes\151_underexposure_low.jpg,originals\shoes\SHO_031.jpg,underexposure,low
degraded\shoes\151_underexposure_medium.jpg,originals\shoes\SHO_031.jpg,underexposure,medium
degraded\shoes\151_underexposure_high.jpg,originals\shoes\SHO_031.jpg,underexposure,high
degraded\shoes\151_overexposure_low.jpg,originals\shoes\SHO_031.jpg,overexposure,low
degraded\shoes\151_overexposure_medium.jpg,originals\shoes\SHO_031.jpg,overexposure,medium
degraded\shoes\151_overexposure_high.jpg,originals\shoes\SHO_031.jpg,overexposure,high
degraded\shoes\151_bad_crop_low.jpg,originals\shoes\SHO_031.jpg,bad_crop,low
degraded\shoes\151_bad_crop_medium.jpg,originals\shoes\SHO_031.jpg,bad_crop,medium
degraded\shoes\151_bad_crop_high.jpg,originals\shoes\SHO_031.jpg,bad_crop,high
degraded\shoes\151_lowres_low.jpg,originals\shoes\SHO_031.jpg,lowres,low
degraded\shoes\151_lowres_medium.jpg,originals\shoes\SHO_031.jpg,lowres,medium
degraded\shoes\151_lowres_high.jpg,originals\shoes\SHO_031.jpg,lowres,high
degraded\shoes\151_jpeg_low.jpg,originals\shoes\SHO_031.jpg,jpeg,low
degraded\shoes\151_jpeg_medium.jpg,originals\shoes\SHO_031.jpg,jpeg,medium
degraded\shoes\151_jpeg_high.jpg,originals\shoes\SHO_031.jpg,jpeg,high
degraded\shoes\152_blur_low.jpg,originals\shoes\SHO_032.jpg,blur,low
